0.0025717,266.62,140.22,15.885,2.5303e+09,151.58,44310,48546,1.5349,-0.52513,1,358,-0,2.5279e+09,1,0.29963,0.41013,0.9898,0.9782
0.00062801,351.67,86.634,94,1.0766e+10,128.12,1.2254e+05,99419,4.0662,-1.5212,1,358,-0,1.0773e+10,1,0.3047,0.37147,0.98424,0.97118
0.00062801,351.67,86.608,94,1.0765e+10,128.1,1.224e+05,99419,4.0672,-1.5213,1,358,-0,1.0773e+10,1,0.30588,0.37147,0.98419,0.97106
0.0031901,333.42,138.03,1.4755,1.0504e+10,160.61,1.0446e+05,97005,2.1639,-0.95646,1,452,0.0015243,1.0445e+10,1,0.962,0.37396,0.95863,0.94325
0.0011781,345.08,106.61,92.388,1.0708e+10,142.39,96334,1.0007e+05,3.1361,-1.2975,1,359.61,-0,1.068e+10,1,0.24533,0.35391,0.98276,0.98094
0.00062801,351.66,86.642,94,1.0765e+10,128.11,1.2228e+05,99416,4.0655,-1.5208,1,358,-0,1.0772e+10,1,0.30588,0.37138,0.98416,0.97107
0.0024989,333.37,138.08,1.3967,1.0503e+10,160.65,1.0446e+05,96995,2.1624,-0.95598,1,452,0.0015243,1.0445e+10,1,0.96001,0.37395,0.95873,0.94339
-0,324.43,139.32,88.507,7.6556e+09,162.82,81827,83085,2.0388,-0.90516,1,363.49,-0,7.7048e+09,1,0.15258,0.35661,0.99066,0.99085
0.0018168,329.69,119.31,94,1.004e+10,148.95,1.0444e+05,98645,2.5535,-1.0834,1,358,-0,1.0018e+10,1,0.33777,0.32719,0.9742,0.97595
0.0025615,223.31,165.81,103.58,6.0484e+09,170.24,1.2004e+05,70920,1.1939,0.15297,1,139.66,0.00081711,5.9814e+09,1,0.4928,0.36579,0.9776,0.97236
0.00085807,368.59,91.561,3.2187,1.1718e+10,129,97365,1.0404e+05,4.4722,-1.6831,1,451.89,-0,1.1681e+10,1,0.3673,0.39886,0.97755,0.96606
0.0013142,309.78,128.54,94,4.5283e+09,152.08,70642,63295,2.1126,-0.87018,1,358,-0,4.5601e+09,1,0.38498,0.32997,0.97906,0.97337
0.0021052,266.61,140.24,15.811,2.5304e+09,151.59,44299,48545,1.5344,-0.52512,1,358,-0,2.528e+09,1,0.29613,0.41024,0.98992,0.97845
-0,324.43,139.32,88.507,7.6556e+09,162.82,81827,83085,2.0388,-0.90516,1,363.49,-0,7.7048e+09,1,0.15258,0.35661,0.99066,0.99085
-0,324.44,139.3,88.681,7.6561e+09,162.81,81827,83088,2.0394,-0.90543,1,363.32,-0,7.7054e+09,1,0.15252,0.35662,0.99066,0.99086
0.0049999,329.19,99.191,29.465,3.2163e+08,132.93,20617,17408,3.2521,-1.2584,1,358,0.016864,3.1875e+08,1,0.86681,0.35024,0.95346,0.9236
0.0049999,360.87,91.263,63.592,3.7554e+08,130.14,20398,18763,4.093,-1.555,1,388.41,0.016864,3.7319e+08,1,0.4268,0.36999,0.97073,0.96047
0.0013406,212.44,164.18,34.371,2.6348e+09,170.14,54223,48677,1.2678,0.30588,1,71.355,-0,2.5821e+09,1,0.70565,0.37699,0.96611,0.96104
0.00046561,212.54,164.2,34.615,2.6364e+09,170.15,54387,48681,1.2671,0.30462,1,72.041,-0,2.5835e+09,1,0.70627,0.37681,0.96616,0.96101
-0,384.96,64.167,43.304,2.1788e+09,97.043,43973,45839,8.5555,-2.3618,1,408.7,-0,2.1696e+09,1,0.43353,0.36721,0.93942,0.9342
0.00081574,351.69,86.593,94,1.0766e+10,128.1,1.2254e+05,99424,4.0689,-1.5219,1,358,-0,1.0774e+10,1,0.30296,0.3715,0.98426,0.97133
0.00094605,360.95,68.374,30.268,2.3297e+09,111.78,48493,47005,5.6093,-1.8258,1,358,-0,2.3571e+09,1,0.33145,0.39889,0.97917,0.95977
0.0049999,361.49,90.652,60.56,3.7633e+08,129.59,20398,18790,4.1565,-1.5714,1,391.44,0.016864,3.7403e+08,1,0.40663,0.37137,0.9714,0.96198
-0,307.24,148.77,88.622,7.5072e+08,166.72,43078,27049,1.7143,-0.71178,1,363.38,-0,7.4694e+08,1,0.59061,0.30765,0.95558,0.96574
0.0032939,314.43,127.75,94,1.9893e+09,151.83,48617,42157,2.1686,-0.89844,1,358,-0,1.999e+09,1,0.6167,0.31055,0.96204,0.95772
0.00023063,356.14,90.897,80.874,1.1062e+10,132.55,85425,1.0452e+05,3.9801,-1.5412,1,371.13,-0,1.1044e+10,1,0.1316,0.36263,0.98063,0.98829
0.0014081,300.83,136.24,94,8.8257e+09,156.08,90631,91137,1.8744,-0.75482,1,358,0.00081584,8.7767e+09,1,0.44606,0.31568,0.96899,0.97047
-0,312.43,135.63,94,9.191e+08,157.92,26514,29907,1.9855,-0.82386,1,358,-0,9.1769e+08,1,0.19243,0.32979,0.98919,0.98774
-0,297.73,136.24,94,7.5581e+08,155.47,26732,26737,1.8521,-0.7283,1,358,-0,7.5191e+08,1,0.47482,0.32326,0.97241,0.96813
0.0010886,356.2,95.951,67.027,1.1164e+10,135.96,1.1219e+05,1.0275e+05,3.7346,-1.4823,1,384.97,0.00081622,1.1139e+10,1,0.21,0.37336,0.98499,0.98227
-0,361.36,94.663,24.49,1.2754e+09,133.11,37713,34812,3.9884,-1.5494,1,433.84,-0,1.27e+09,1,0.3333,0.38269,0.97908,0.97071
0.0027294,323.3,102.19,22.571,2.6251e+09,133.42,62987,49522,3.0463,-1.2047,1,358,-0,2.6129e+09,1,0.60992,0.37312,0.96612,0.94613
