0.0012042,334.14,121.46,76.987,1.6785e+09,150.43,40828,39731,2.5495,-1.0963,1,375.01,-0,1.6762e+09,1,0.48506,0.31545,0.9543,0.96642
-0,274.32,152.19,94.899,1.4499e+09,163.87,36919,34423,1.42,-0.39732,1,357.1,-0,1.4253e+09,1,1.1348,0.28833,0.93963,0.93361
0.001073,276.65,151.5,94.707,1.4669e+09,163.63,36966,34703,1.442,-0.42019,1,357.29,-0,1.4424e+09,1,1.1316,0.28734,0.93982,0.9337
-0,345.87,110.33,71.95,1.8848e+09,145.02,39866,41793,3.0596,-1.2772,1,380.05,-0,1.8737e+09,1,0.24188,0.35833,0.98124,0.9821
-0,345.93,110.27,72.133,1.8853e+09,145.01,39734,41798,3.0632,-1.2785,1,379.87,-0,1.8742e+09,1,0.24325,0.35883,0.98155,0.98199
-0,356.93,83.839,85.148,2.1467e+09,125.35,42464,44164,4.3526,-1.5976,1,365.84,-0,2.137e+09,1,0.42879,0.35742,0.9682,0.95811
-0,356.92,83.807,85.485,2.1464e+09,125.31,42482,44163,4.3558,-1.598,1,365.42,-0,2.1367e+09,1,0.43082,0.35729,0.96805,0.95789
0.0010029,321.29,120.78,94,1.9143e+09,147.95,46997,42540,2.411,-0.99937,1,358,-0,1.905e+09,1,0.53336,0.31948,0.96578,0.96146
-0,322.15,119.83,94,1.9199e+09,147.33,46907,42616,2.4434,-1.0129,1,358,-0,1.9104e+09,1,0.52612,0.32014,0.96558,0.96167
0.0034886,349.05,95.642,84.117,2.1335e+09,132.71,44033,44777,3.664,-1.4142,1,367.85,-0,2.1238e+09,1,0.67413,0.3344,0.9563,0.94206
-0,365.35,76.974,78.745,2.2554e+09,118.05,42165,45952,5.26,-1.8127,1,370.14,-0,2.2637e+09,1,0.23086,0.367,0.96926,0.97476
-0,363.15,75.499,77.856,2.2295e+09,117.64,42017,45670,5.214,-1.7935,1,361.46,-0,2.2378e+09,1,0.22832,0.36833,0.97024,0.97481
-0,327.96,120.91,94,1.9498e+09,149.77,43457,41737,2.4932,-1.0529,1,358,-0,1.9415e+09,1,0.36421,0.3302,0.97765,0.97437
-0,327.93,120.93,94,1.9496e+09,149.78,43430,41735,2.4919,-1.0526,1,358,-0,1.9412e+09,1,0.36642,0.33005,0.9775,0.97421
0.001021,285.93,148.85,94,1.6249e+09,163.01,43495,38658,1.5426,-0.53936,1,358,-0,1.6134e+09,1,0.62895,0.30712,0.96622,0.96201
0.001021,285.93,148.71,94,1.6245e+09,162.93,43496,38656,1.5447,-0.5405,1,358,-0,1.6132e+09,1,0.61801,0.30762,0.96666,0.96262
0.0025214,327.28,111.54,92.452,1.3992e+09,141.74,39805,36278,2.7556,-1.1148,1,358,0.0046791,1.3878e+09,1,0.56356,0.32932,0.9657,0.95626
0.0013516,324.96,113.22,92.369,1.3851e+09,142.58,39824,36077,2.6774,-1.0851,1,358,-0,1.3738e+09,1,0.55648,0.32959,0.96652,0.95723
0.0025214,326.56,111.08,91.86,1.3925e+09,141.25,39753,36193,2.7602,-1.1142,1,358,0.0093581,1.3812e+09,1,0.55269,0.33265,0.967,0.95675
-0,346.55,110.2,68.597,2.1163e+09,144.89,45223,45098,3.0569,-1.2851,1,383.4,-0,2.1103e+09,1,0.34957,0.35522,0.97608,0.97382
-0,345.73,111.63,67.812,2.1116e+09,145.75,45224,45031,3.0004,-1.2676,1,384.19,-0,2.1056e+09,1,0.34747,0.35484,0.97615,0.97427
0.0053521,349.92,97.693,80.444,2.1093e+09,134.82,64654,44044,3.5774,-1.4032,1,371.56,-0,2.0939e+09,1,0.63482,0.33756,0.95919,0.94677
0.006113,349.96,97.589,80.751,2.1094e+09,134.76,64624,44047,3.5813,-1.4044,1,371.25,-0,2.0941e+09,1,0.63638,0.33767,0.95921,0.94659
0.001875,286.69,157.34,94,1.699e+09,169.88,47315,39745,1.433,-0.46754,1,358,-0,1.6865e+09,1,0.68072,0.31078,0.9683,0.96273
0.0010029,286.57,157.4,94,1.6983e+09,169.93,47232,39735,1.4318,-0.4664,1,358,-0,1.6854e+09,1,0.68497,0.31094,0.96842,0.96251
0.0029297,342.19,97.015,91.378,2.0183e+09,132.16,57356,43571,3.4605,-1.3305,1,358.48,-0,1.9983e+09,1,0.97313,0.32519,0.94598,0.91562
0.0029297,344.05,97.771,91.645,2.0413e+09,133.11,57721,43816,3.455,-1.3367,1,359.91,-0,2.0213e+09,1,0.96255,0.32441,0.94673,0.91779
-0,326.63,113.23,92.781,1.9108e+09,143.88,43725,43008,2.6915,-1.1162,1,358,-0,1.9048e+09,1,0.37219,0.33626,0.97441,0.97122
0.0010029,349.22,95.393,84.419,2.1349e+09,132.6,44045,44791,3.6792,-1.4189,1,367.55,-0,2.1251e+09,1,0.66623,0.33445,0.9563,0.94262
-0,326.67,113.29,92.986,1.9114e+09,143.94,43703,43014,2.6887,-1.1156,1,358,-0,1.9054e+09,1,0.36868,0.33628,0.97462,0.97152
